Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes courants TPE Nombre,Comptes courants TPE Montant,Comptes courants PME Nombre,Comptes courants PME Montant,Comptes courants GE Nombre,Comptes courants GE Montant,Comptes courants Entrepreneurs individuels Nombre,Comptes courants Entrepreneurs individuels Montant,Comptes courants Total Nombre,Comptes courants Total Montant,Dépôts à terme TPE Nombre,Dépôts à terme TPE Montant,Dépôts à terme PME Nombre,Dépôts à terme PME Montant,Dépôts à terme GE Nombre,Dépôts à terme GE Montant,Dépôts à terme Entrepreneurs individuels Nombre,Dépôts à terme Entrepreneurs individuels Montant,Dépôts à terme Total Nombre,Dépôts à terme Total Montant,Code GPS X,Code GPS Y
0855,,400,,KHOURIBGA ZELLAGA             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.9160492,32.8880789
0856,,400,,EL GUEFFAF                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.719652,32.922213
0857,,400,,SEBT BENI YAKHLEF             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.821094,32.951658
0858,,400,,KHOURIBGA AL QODS             ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.9301925,32.8854143
0859,,400,,KHOURIBGA AL FATH             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.9286931,32.8902512
0860,,411,,OUED ZEM PPAL                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.5706571,32.861495
0861,,411,,OUED ZEM EL KOREA             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.5859497,32.8605104
0862,,411,,OUED ZEM EL MADINA            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.568249,32.862673
0863,,384,,MOULAY BOUAZZA                ,,,,, 2   , 24   ,,, 2   , 24   ,,,,,,,,,,,-6.196445,33.22655
0864,,400,,OULED BOUGHADI                ,,,,, 2   , 39   ,,, 2   , 39   ,,,,,,,,,,,-6.711759,33.073693
0865,,411,,OUED ZEM AL WAHDA             ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.5779822,32.8591767
0866,,610,,SETTAT PRINCIPAL              ,,,,, 3   , 27   ,,, 3   , 27   ,,,,,,,,,,,-7.620497,33.001954
0867,,610,,SETTAT NAFISSE                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.616873,33.004849
0868,,610,,SETTAT BIR BAOUCH             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.526032,33.036055
0869,,626,,EL BOUROUJ                    ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.1909273,32.5068664
0870,,623,,OULAD ABBOU                   ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.937413,33.116657
0871,,614,,OULAD SAID                    ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.814881,32.968424
0872,,618,,RAS EL AIN                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.393836,32.980979
0873,,610,,BNI KHLOUG                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.380589,32.641554
0874,,610,,SIDI RAHHAL CHAOUIA           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.771638,32.780353
0875,,610,,GUISSER                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5095308,32.7720301
0876,,610,,SETTAT EL FARAH               ,,,,, 3   , 151   ,,, 3   , 151   ,,,,,,,,,,,-7.6268452,33.008533
0877,,177,,BIR JDID                      ,,,,, 2   , 80   ,,, 2   , 80   ,,,,,,,,,,,-7.993892,33.375008
0878,,629,,HAD SOUALEM                   ,,,,, 2   , 6   ,,, 2   , 6   ,,,,,,,,,,,-7.8599668,33.4186679
0879,,610,,SETTAT SAMIR                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6102102,33.0019379
0880,,240,,ARBAA IDA OUGOURD             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.637526,31.424067
0881,,175,,SIDI BOUZID                   ,,,,, 4   , 42   ,,, 4   , 42   ,,,,,,,,,,,-8.5519083,33.2302026
0882,,171,,MOULAY ABDELLAH               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.58798,33.198697
0883,,188,,TNINE GHARBIA                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.8549108,32.5701196
0884,,183,,OULAD AMRANE                  ,,,,, 1   , 18   ,,, 1   , 18   ,,,,,,,,,,,-8.517843,32.390845
0885,,170,,EL JADIDA PPAL                ,,,,, 9   , 113   ,,, 9   , 113   ,,,,,,,,,,,-8.5019964,33.2513695
0886,,170,,EL JADIDA BIRANZARANE         ,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-8.4924316,33.2230587
0887,,170,,EL JADIDA SAADA               ,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-8.5273916,33.2412359
0888,,170,,EL JADIDA BOUCHRIT            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.5087891,33.2539771
0889,,170,,EL JADIDA JOUHARA             ,,,,, 5   , 45   ,,, 5   , 45   ,,,,,,,,,,,-8.4932175,33.2331664
0890,,176,,AZEMMOUR                      ,,,,, 3   , 157   ,,, 3   , 157   ,,,,,,,,,,,-8.3432821,33.2887579
0891,,176,,AZEMMOUR OUM ERRABIA          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.342500,33.280556
0892,,186,,KHEMIS DES ZEMAMRA            ,,,,, 2   , 98   ,,, 2   , 98   ,,,,,,,,,,,-8.6961696,32.625473
0893,,179,,SIDI BENNOUR                  ,,,,, 2   , 77   ,,, 2   , 77   ,,,,,,,,,,,-8.4233366,32.6494829
0894,,185,,OULED FREJ                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.2217887,32.9565033
0895,,184,,SIDI SMAIL                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.5100887,32.8238099
0896,,182,,ARBAA AOUNATE                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.19432,32.741409
0897,,170,,EL JADIDA PLATEAU             ,,,,, 3   , 35   ,,, 3   , 35   ,,,,,,,,,,,-8.5163959,33.2495953
0898,,187,,OUALIDIA                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.0336478,32.7345777
0899,,181,,SEBT BENI HLAL                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.3776975,32.8004692
0900,,590,,SAFI PPAL                     ,,,,, 15   , 117   ,,, 15   , 117   ,,,,,,,,,,,-9.234803,32.294012
0901,,590,,SAFI AL MASSIRA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.225643,32.2833935
0902,,590,,SAFI LES COURSES              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.2455664,32.2742455
0903,,590,,SAFI NOUVELLE MEDINA          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.230729,32.296746
0904,,601,,CHEMAIA                       ,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-8.6220842,32.0802859
0905,,596,,JEMAA SHAIM                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.841151,32.354543
0906,,607,,YOUSSOUFIA                    ,,,,, 5   , 44   ,,, 5   , 44   ,,,,,,,,,,,-8.5346429,32.2436692
0907,,607,,YOUSSOUFIA QUARTIER TAKADOUM  ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.5352612,32.2534451
0908,,595,,TLETA SIDI BOUGUEDRA          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.979655,32.255809
0909,,593,,SEBT GZOULA                   ,,,,, 1   , 78   ,,, 1   , 78   ,,,,,,,,,,,-9.0865396,32.1073208
0910,,590,,SAFI SIDI BOUDHAB             ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.2432061,32.2970977
0911,,599,,HAD HARARA                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.135277,32.438171
0912,,590,,TLETA IRHOUD                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.88088,31.859606
0913,,590,,SAFI SIDI OUASSEL             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.250094,32.2568418
0914,,240,,ESSAOUIRA PPAL                ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-9.7663549,31.5101604
0915,,240,,ESSAOUIRA SCALA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.7708471,31.513418
0916,,251,,TAMANAR                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.678676,30.999738
0917,,256,,SMIMOU                        ,,,,, 1   , 15   ,,, 1   , 15   ,,,,,,,,,,,-9.703634,31.212379
0918,,246,,TLATA HANCHANE                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.4429315,31.5257773
0919,,243,,TAFTECHT                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.253355,31.581543
0920,,248,,TALMEST                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.3376441,31.8160256
0921,,240,,BIZDAD                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.374181,31.27492
0922,,252,,AIT DAOUD                     ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.351098,31.080678
0923,,590,,SIDI AHMED                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.495232,32.212649
0924,,590,,SAFI SIDI ABDELKRIM           ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.2343977,32.3070072
0925,,110,,BENSLIMANE PPAL               ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.1199131,33.6117668
0926,,110,,BENSLIMANE FAR                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.156389,33.620556
0927,,122,,BENI YEKHLEF                  ,,,,, 11   ," 4,975   ",,, 11   ," 4,975   ",,,,,,,,,,,-7.340546,33.683599
0928,,111,,FEDALATE                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.30752,33.568732
0929,,110,,BENSLIMANE FATH               ,,,,, 5   , 16   ,,, 5   , 16   ,,,,,,,,,,,-7.129725,33.625028
0930,,590,,SAFI AZIB DRAI                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.219847,32.292944
0931,,112,,MELLILA                       ,,,,, 1   , 7   ,,, 1   , 7   ,,,,,,,,,,,-7.146059,33.388845
0932,,240,,ESSAOUIRA GARE ROUTIERE       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.7602475,31.517098
0933,,123,,SIDI MOUSSA BEN ALI           ,,,,, 2   , 19   ,,, 2   , 19   ,,,,,,,,,,,-7.373482,33.562633
0934,,244,,HAD DRAA                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.537343,31.577423
0935,,240,,ZAOUIA BEN HMIDA              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.372475,31.754376
0936,,190,,SAHRIJ                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.149729,31.803303
0937,,194,,LAATAOUIA ECHCHAIBIA          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.3121913,31.8335424
0938,,207,,TAMELELT                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.50901,31.816475
0939,,478,,ASNI                          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.984041,31.247219
0940,,197,,SIDI BOU OTHMANE              ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.943834,31.902589
0941,,468,,SIDI MOKHTAR                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.011192,31.579132
0942,,196,,SIDI RAHHAL                   ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-7.4704752,31.652372
0943,,462,,TLETA NYACOUB                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.182944,30.991135
0944,,475,,TAHANAOUTE                    ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.946302,31.367329
0945,,190,,HAD RAS EL AIN                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.618614,31.753332
0946,,190,,NZALATE LAADIM                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.952653,32.097854
0947,,201,,BENGUERIR PPAL                ,,,,, 3   , 0   ,,, 3   , 0   ,,,,,,,,,,,-7.9604665,32.2384275
0948,,201,,BENGUERIR BASE MILITAIRE      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.906637,32.129541
0949,,500,,NADOR OULED BOUTAYEB          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-2.9489735,35.1669522
0950,,640,,TANGER ZONE FRANCHE           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.8042091,35.7845816
0951,,346,,SIDI KACEM BIR ANZARANE       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.711917,34.217256
0952,,643,,ASSILAH IBNOU HANBAL          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.036878,35.456801
0953,,270,,FES BENDEBBAB                 ,,,,, 1   , 8   ,,, 1   , 8   ,,,,,,,,,,,-4.999246,34.065041
0954,,330,,KENITRA SAKNIA                ,,,,, 2   , 5   ,,, 2   , 5   ,,,,,,,,,,,-6.5519299,34.2493915
0955,,570,,OUJDA SAMARA                  ,,,,, 5   , 0   ,,, 5   , 0   ,,,,,,,,,,,-1.9411348,34.6512576
0956,,570,,OUJDA 18 MAI                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-1.9522459,34.683083
0957,,270,,FES AL WIFAK                  ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-5.0269801,34.0193454
0958,,810,,RABAT MUSEE DES PTT           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.834510,34.014703
0959,,780,,CASA HAY SEDRI NCR            ,,,,, 4   , 42   ,,, 4   , 42   ,,,,,,,,,,,-7.558484,33.569181
0960,,179,,SIDI BENNOUR AL MASSIRA       ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.431192,32.648978
0961,,270,,FES HAY TAREK                 ,,,,, 2   , 135   ,,, 2   , 135   ,,,,,,,,,,,-5.0239921,34.0279441
0962,,542,,BIRGANDOUZ                    ,,,,, 3   , 123   ,,, 3   , 123   ,,,,,,,,,,,-16.467444,21.612778
0963,,780,,CASABLANCA ANASSI,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-7.4991449,33.5945039
0964,,400,,KHOURIBGA AL AMAL,,,,, 5   , 50   ,,, 5   , 50   ,,,,,,,,,,,-6.927817,32.890159
0965,,610,,SETTAT HAY MIMOUNA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6276714,33.0049375
0966,,480,,MEKNES SIDI BOUZEKRI,,,,, 3   , 11   ,,, 3   , 11   ,,,,,,,,,,,-5.5345559,33.8639947
0967,,815,,SALE DAR HAMRA,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.7806352,34.0634723
0968,,10,,AGADIR DRARGA,,,,, 3   , 5   ,,, 3   , 5   ,,,,,,,,,,,-9.4842133,30.3830543
0969,,10,,SIDI BIBI,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.524986,30.239224
0970,,450,,MARRAKECH ABRAJ AL KOUTOUBIA,,,,, 2   , 11   ,,, 2   , 11   ,,,,,,,,,,,-8.056884,31.573565
0971,,450,,MARRAKECH BORJ ZAITOUN,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-8.048822,31.587357
0972,,450,,MARRAKECH TARGA,,,,, 4   , 48   ,,, 4   , 48   ,,,,,,,,,,,-8.0493415,31.636201
0973,,450,,MARRAKECH AZZOUZIA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.061733,31.682816
0974,,450,,MARRAKECH JARDINS DES ORANGERS,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.999039,31.610091
0975,,780,,CASABLANCA AL AZHAR,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.4842001,33.6008676
0976,,780,,CASABLANCA DRISS EL HARTI,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5740326,33.5478418
0977,,41,,ASKAOUN,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-7.776181,30.740281
0978,,625,,SIDI RAHHAL PLAGE,,,,, 4   , 105   ,,, 4   , 105   ,,,,,,,,,,,-7.956647,33.472091
0979,,780,,CASABLANCA ADDOHA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.543151,33.604872
0980,,810,,RABAT ADDOHA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,, -6.849225,33.998991
0981,,570,,OUJDA BASSATINE,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-1.88136,34.709653
0982,,530,,DAKHLA AL WAKALA,,,,, 35   , 60   ,,, 35   , 60   ,,,,,,,,,,,-15.951808,23.701667
0983,,270,,FES ZOUAGHA,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-5.035893,34.021644
0984,,750,,TIZNIT AL MASSIRA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.7195182,29.6830172
0985,,728,,MDIQ MARINA,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-5.340782,35.754027
0986,,480,,MEKNES MARJANE,,,,, 2   , 48   ,,, 2   , 48   ,,,,,,,,,,,-5.576302,33.862224
0987,,690,,TAZA MOULAY YOUSSEF,,,,, 2   , 7   ,,, 2   , 7   ,,,,,,,,,,,-4.011048,34.213368
0988,,640,,TANGER PORT MED,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.495481,35.88872
0989,,170,,EL JADIDA BD EL ALAOUIYNE,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-8.524398,33.23589
0990,,621,,BERRECHID HAY TISSIR,,,,, 7   , 64   ,,, 7   , 64   ,,,,,,,,,,,-7.582803,33.274917
0991,,640,,TANGER BENDIBANE,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-5.814184,35.753071
0992,,640,,TANGER DAR MOUIGNA,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-5.821563,35.758944
0993,,640,,TANGER BRANES,,,,, 4   , 72   ,,, 4   , 72   ,,,,,,,,,,,-5.837173,35.762267
0994,,570,,OUJDA NAJD,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-1.873794,34.661602
0995,,210,,AGENCE MOBILE Errachidia Principal,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
0996,,640,,AGENCE MOBILE TANGER Principal,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
0997,,41,,AGENCE MOBILE  TAROUDANT  Principal,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
0998,,99,,Zaouia Echcheikh Bd Hassan II,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.922575,32.638887
0999,,270,,AGENCE MOBILE FES Principal,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1000,,430,,AGENCE MOBILE LAAYOUNE Principal,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1001,,450,,MARRAKECH ADDOHA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.075575,31.639602
1002,,550,,AGENCE MOBILE OUARZAZATE Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1003,,570,,AGENCE MOBILE OUJDA Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1004,,590,,AGENCE MOBILE SAFI Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1005,,610,,AGENCE MOBILE SETTAT Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1006,,690,,AGENCE MOBILE TAZA Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1007,,750,,AGENCE MOBILE TIZNIT Principale,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1008,,780,,AGENCE MOBILE CASABLANCA NORD,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1009,,780,,AGENCE MOBILE CASABLANCA SUD,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1010,,810,,AGENCE MOBILE RABAT PRINCIPAL,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1011,,270,,Aarsat Azaytoune,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.040423,33.990374
1012,,380,,AGENCE MOBILE KHENIFRA PRINCIPALE,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1013,,330,,AGENCE MOBILE KENITRA PRINCIPALE,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
1014,,810,,RABAT FAL OULED OUMEIR,,,,, 5   , 13   ,,, 5   , 13   ,,,,,,,,,,,-6.849705,33.999317
1015,1015,530,,DAKHLA HAY ESSALAM,,,,, 29   , 107   ,,, 29   , 107   ,,,,,,,,,,,-15.950207,23.690669
1016,1016,430,,LAAYOUNE HAY MOULAY RACHID,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-13.19362,27.145794
1017,1017,780,,CASABLANCA HADJ FATEH ,,,,, 14   , 182   ,,, 14   , 182   ,,,,,,,,,,,-7.682732,33.540563
1020,1020,170,,EL JADIDA BD IBN BADIS,,,,, 17   , 451   ,,, 17   , 451   ,,,,,,,,,,,-8.504317,33.235794
1021,1021,780,,CASABLANCA OUED SEBOU,,,,, 3   , 5   ,,, 3   , 5   ,,,,,,,,,,,-7.681621,33.551231
1022,1022,201,,BENGUERIR HASSAN II,,,,, 1   , 46   ,,, 1   , 46   ,,,,,,,,,,,-7.947930,32.227744
1023,,780,,CASA AL MOUSTAKBAL,,,,, 8   , 363   ,,, 8   , 363   ,,,,,,,,,,,-7.64969,33.52714
1024,,780,,CASABLANCA BOULEVARD TAH,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.58103,33.53374
1025,,780,,CASABLANCA BOULEVARD ESSMARA,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-7.59194,33.53864
1026,,815,,SALA EL JADIDA BOUREGREG,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.729543,33.995091
1027,,825,,TEMARA OULED METAA,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-6.894948,33.937162
1028,,780,,CASABLANCA AL AMAL,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-7.514559,33.605864
1029,,10,,AGADIR ISLANE,,,,, 1   , 2   ,,, 1   , 2   ,,,,,,,,,,,-9.560110,30.433754
1030,,780,,CASABLANCA ROUDANI,,,,, 2   , 2   ,,, 2   , 2   ,,,,,,,,,,,-7.640374,33.574358
1031,,10,,OULAD TEIMA HAY MOHAMMADI,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-9.215670,30.392512
1034,,450,,TAMANSOURT,,,,, 2   , 2   ,,, 2   , 2   ,,,,,,,,,,,-8.116886,31.748138
1035,,780,,CASABLANCA ALANDALOUS,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.498820,33.589848
1036,,780,,CASABLANCA HAY AL MASSIRA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.534921,33.565695
1037,,780,,CASABLANCA HAY MOULAY ABDELLAH,,,,, 1   , 11   ,,, 1   , 11   ,,,,,,,,,,,-7.584890,33.539447
1039,,780,,CASABLANCA CHARAF,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.695111,33.546635
1040,,11,,BIOUGRA AVENUE HASSAN II,,,,, 3   , 13   ,,, 3   , 13   ,,,,,,,,,,,-9.374339,30.219478
1042,,281,,SEFROU ESSALAM,,,,, 2   , 5   ,,, 2   , 5   ,,,,,,,,,,,-4.833454,33.827840
1043,,480,,MEKNES BOUSTANE,,,,, 3   , 80   ,,, 3   , 80   ,,,,,,,,,,,-5.479423,33.905614
1045,,780,,CASABLANCA LES CHAMPS,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.660262,33.524889
